Sheet,Action,Details
control_rooms,Populated suborg_id,id=135 sub_organization_name='Adani Renewable Energy Forty One Limited – PSS4' -> suborg_id=118
control_rooms,Populated suborg_id,id=136 sub_organization_name='Adani Renewable Energy Fifty Six Limited – PSS9' -> suborg_id=119
control_rooms,Populated suborg_id,id=137 sub_organization_name='Adani Renewable Energy Fifty Six Limited – PSS9' -> suborg_id=119
control_rooms,Populated suborg_id,id=138 sub_organization_name='Adani Solar Energy Jodhpur Six Private Limited- PSS9' -> suborg_id=120
control_rooms,Populated suborg_id,id=139 sub_organization_name='Adani Solar Energy Jodhpur Six Private Limited- PSS9' -> suborg_id=120
control_rooms,Populated suborg_id,id=140 sub_organization_name='Adani Hybrid Energy Jaisalmer Five Limited -PSS4' -> suborg_id=121
control_rooms,Populated suborg_id,id=141 sub_organization_name='Adani Hybrid Energy Jaisalmer Five Limited -PSS4' -> suborg_id=121
control_rooms,Populated suborg_id,id=142 sub_organization_name='Adani Green Energy Twenty Four Limited – PSS-4' -> suborg_id=122
control_rooms,Populated suborg_id,id=143 sub_organization_name='Adani Green Energy Twenty Four Limited – PSS-4' -> suborg_id=122
control_rooms,Populated suborg_id,id=144 sub_organization_name='Adani Ports and Special Economic Zone Limited -PSS4' -> suborg_id=123
control_rooms,Populated suborg_id,id=145 sub_organization_name='Adani Ports and Special Economic Zone Limited -PSS4' -> suborg_id=123
control_rooms,Populated suborg_id,id=146 sub_organization_name='Adani Ports and Special Economic Zone Limited -PSS3' -> suborg_id=124
control_rooms,Populated suborg_id,id=147 sub_organization_name='Adani Ports and Special Economic Zone Limited -PSS3' -> suborg_id=124
control_rooms,Populated suborg_id,id=148 sub_organization_name='M/s ADANI RENEWABLE ENERGY HOLDING FIVE LIMITED' -> suborg_id=128
control_rooms,Populated suborg_id,id=149 sub_organization_name='M/s ADANI RENEWABLE ENERGY HOLDING FIVE LIMITED' -> suborg_id=128
control_rooms,Populated suborg_id,id=150 sub_organization_name='M/s ADANI RENEWABLE ENERGY HOLDING FIVE LIMITED' -> suborg_id=128
control_rooms,Populated suborg_id,id=168 sub_organization_name='GMR Warora Energy Limited' -> suborg_id=142
control_rooms,Populated suborg_id,id=169 sub_organization_name='Jhabua Power Limited' -> suborg_id=144
control_rooms,Populated suborg_id,id=171 sub_organization_name='KSK Mahanadi Power Company Limited (JSW Energy)' -> suborg_id=146
control_rooms,Populated suborg_id,id=172 sub_organization_name='LANCO Amarkantak Power Limited' -> suborg_id=147
control_rooms,Populated suborg_id,id=173 sub_organization_name='MB Power (MP) Limited' -> suborg_id=148
control_rooms,Populated suborg_id,id=174 sub_organization_name='MB Power (MP) Limited' -> suborg_id=148
control_rooms,Populated suborg_id,id=175 sub_organization_name='NTPC-SAIL Power Company Private Limited (NSPCL)' -> suborg_id=149
control_rooms,Populated suborg_id,id=176 sub_organization_name='Raigarh Energy Generation Limited' -> suborg_id=150
control_rooms,Populated suborg_id,id=177 sub_organization_name='Raigarh Energy Generation Limited' -> suborg_id=150
control_rooms,Populated suborg_id,id=178 sub_organization_name='Adani Power Limited - Raipur' -> suborg_id=151
control_rooms,Populated suborg_id,id=179 sub_organization_name='Ratnagiri Gas & Power Private Limited' -> suborg_id=152
control_rooms,Populated suborg_id,id=180 sub_organization_name='RKM Powergen Private Limited' -> suborg_id=153
control_rooms,Manual review required,"id=181 sub_organization_name='Sasan UMPP, Village Tiyara, Waidhan, Singrauli, MP' has no exact match in sub_organizations -- left unchanged"
control_rooms,Populated suborg_id,id=182 sub_organization_name='SKS Power Generation (C.G) Limited' -> suborg_id=155
control_rooms,Manual review required,id=183 sub_organization_name='SSP' has no exact match in sub_organizations -- left unchanged
control_rooms,Manual review required,id=184 sub_organization_name='SSP' has no exact match in sub_organizations -- left unchanged
control_rooms,Manual review required,id=185 sub_organization_name='SSP' has no exact match in sub_organizations -- left unchanged
control_rooms,Manual review required,id=186 sub_organization_name='Corporate Office-Gurgaon' has no exact match in sub_organizations -- left unchanged
control_rooms,Manual review required,"id=187 sub_organization_name='400KV Hazira GIS Control Room, C/o AMNS India Ltd. 27 km Surat Hazira Road, Surat, Gujarat' has no exact match in sub_organizations -- left unchanged"
control_rooms,Manual review required,"id=188 sub_organization_name='Central Control Room, Noida' has no exact match in sub_organizations -- left unchanged"
control_rooms,Manual review required,"id=189 sub_organization_name='Central Control Room, Noida' has no exact match in sub_organizations -- left unchanged"
control_rooms,Manual review required,"id=190 sub_organization_name='Head Office, Gurugram' has no exact match in sub_organizations -- left unchanged"
control_rooms,Manual review required,id=198 sub_organization_name='Disaster Management Control Centre' has no exact match in sub_organizations -- left unchanged
control_rooms,Manual review required,id=199 sub_organization_name='Disaster Management Control Centre' has no exact match in sub_organizations -- left unchanged
control_rooms,Manual review required,"station='. TATA Power Mumbai' label='Control Room PSCC' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='. TATA Power Mumbai' label='Control Room PSCC' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='. TATA Power Mumbai' label='Control Room PSCC' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ACB (India) Limited' org_id=16 suborg_id=129 label='Control Room' phones=[] emails=['dcs.270@acbindia.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ACB (India) Limited' org_id=16 suborg_id=129 label='400/132 KV Switch yard Control Room' phones=['09302187737 / Orange no: 20221416'] emails=['switchyard.270@acbindia.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ACB (India) Limited' org_id=16 suborg_id=129 label='2x30 MW Control Room' phones=[] emails=['2x30mw@acbindia.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ACB (India) Limited' org_id=16 suborg_id=129 label='50 MW Control Room' phones=[] emails=['scplswitchyard.2x50@acbindia.com scploperation.2x50@acbindia.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ACB (India) Limited' org_id=16 suborg_id=129 label='1x300 MW Control Room' phones=['6262049508'] emails=['300mwswitchyard@mccplpower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='ADANI POWER LIMITED, TIRODA' org_id=16 suborg_id=134 label='APML Tiroda Control Room' phones=['07198-271590', '9764800057'] emails=['sce.tirora@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='AMNS (Essar) Power Transmission Company Limited' org_id=17 suborg_id=158 label='Control Room' phones=['0261 7146596', '9909993555'] emails=['400kv_hazira_cr1@amns.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Green Energy Twenty Five A Limited -PSS3' org_id=14 suborg_id=105 label='Control Room Shift Engineer' phones=['7227069072'] emails=['pss2.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Green Energy Twenty Five A Limited -PSS3' org_id=14 suborg_id=105 label='Control Room' phones=['IP No. 20220538', '7227069072'] emails=['pss2.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Green Energy Twenty Five B Limited -PSS3' org_id=14 suborg_id=106 label='Control Room Shift Engineer' phones=['7227069072'] emails=['pss2.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Green Energy Twenty Five B Limited -PSS3' org_id=14 suborg_id=106 label='Control Room' phones=['IP No. 20220538', '7227069072'] emails=['pss2.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Green Energy Twenty Four A Limited -PSS3' org_id=14 suborg_id=107 label='Control Room Shift Engineer' phones=['7227069073'] emails=['pss3.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Green Energy Twenty Four A Limited -PSS3' org_id=14 suborg_id=107 label='Control Room' phones=['IP No. 20220542', '7227069073'] emails=['pss3.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Green Energy Twenty Six A Limited -PSS3' org_id=14 suborg_id=103 label='Control Room Shift Engineer' phones=['7227069073'] emails=['pss3.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Green Energy Twenty Six A Limited -PSS3' org_id=14 suborg_id=103 label='Control Room' phones=['IP No. 20220542', '7227069073'] emails=['pss3.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Green Energy Twenty Six B Limited -PSS3' org_id=14 suborg_id=104 label='Control Room Shift Engineer' phones=['7227069072'] emails=['pss2.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Green Energy Twenty Six B Limited -PSS3' org_id=14 suborg_id=104 label='Control Room' phones=['IP No. 20220538', '7227069072'] emails=['pss2.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Power (Mundra) Limited' org_id=16 suborg_id=133 label='APL PH-I Control Room' phones=['02838-266401', '9687660422'] emails=['sic.mundra@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Power (Mundra) Limited' org_id=16 suborg_id=133 label='APL PH-II Control Room' phones=['02838-266402', '9687660700'] emails=['sic.mundra@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Power (Mundra) Limited' org_id=16 suborg_id=133 label='APL PH-III Control Room' phones=['02838-266403', '9687660919'] emails=['sic660.mundra@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Power (Mundra) Limited' org_id=16 suborg_id=133 label='APL PH-IV Control Room' phones=['02838-266404', '9687660990'] emails=['sic660.mundra@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Renewable Energy Fifty Five Limited - PSS3' org_id=14 suborg_id=108 label='Control Room Shift Engineer' phones=['7227069073'] emails=['pss3.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Renewable Energy Fifty Five Limited - PSS3' org_id=14 suborg_id=108 label='Control Room' phones=['IP No. 20220542', '7227069073'] emails=['pss3.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Renewable Energy Fifty Seven Limited PSS-13' org_id=14 suborg_id=110 label='Control Room Shift Engineer' phones=['7227036279'] emails=['pss13.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Renewable Energy Fifty Seven Limited PSS-13' org_id=14 suborg_id=110 label='Control Room' phones=['IP No. 20221526', '7227036279'] emails=['pss13.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Adani Renewable Energy Forty One Limited PSS-13' org_id=14 suborg_id=109 label='Control Room Shift Engineer' phones=['7227036279'] emails=['pss13.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Renewable Energy Forty One Limited PSS-13' org_id=14 suborg_id=109 label='Control Room' phones=['IP No. 20221526', '7227036279'] emails=['pss13.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Wind Energy Kutch Four Limited' org_id=14 suborg_id=80 label='Control Room' phones=['IP No 20220535', '6353672066'] emails=['Dedhia.220kvPSS@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL' org_id=14 suborg_id=55 label='Control Room' phones=['IP No 20221496', '9316735767'] emails=['Ratadiya.220KVPSS@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Wind Energy Kutch Three Limited' org_id=14 suborg_id=71 label='Control Room' phones=['IP No 20221496', '9316735767'] emails=['Ratadiya.220KVPSS@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Adani Wind Energy MP One Private Limited' org_id=14 suborg_id=79 label='Control Room' phones=['IP No 20220531', '7227065352'] emails=['om.pritamnagar@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Alfanar Energy Private Limited' org_id=14 suborg_id=62 label='Control Room' phones=['Hotline- 20220586', '9687042683'] emails=['AEPL.Nanavalka220kV@alfanar.com alfanar.valkanana@alfanar.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Ambuja Cements Limited -PSS-4' org_id=14 suborg_id=111 label='Control Room Shift Engineer' phones=['7227078943'] emails=['pss4.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Ambuja Cements Limited -PSS-4' org_id=14 suborg_id=111 label='Control Room' phones=['IP No. 20221532', '7227078943'] emails=['pss4.khavda@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Arinsun Clean Energy Private Limited' org_id=14 suborg_id=56 label='Control Room' phones=['SCADA VOIP- 20221492 PSS VOIP - 20221485'] emails=[] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Athena Jaipur Solar Power Private Limited' org_id=14 suborg_id=54 label='Control Room' phones=['20220581', '7067549898'] emails=['actis.acme-rewa250mw@mahindra.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Bargi' org_id=3 suborg_id=10 label='Control Room' phones=['Ext-043-71, 0761-2905259'] emails=['seoandmbargi@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Bharat Aluminum Company Limited' org_id=16 suborg_id=135 label='400KV GIS Control room' phones=['07759-252316', '09179027999/ 9981995914'] emails=['balco.gis@vedanta.co.in balco400gis@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Birshingpur' org_id=3 suborg_id=11 label='Control Room' phones=['07655-262428'] emails=['bhpsbrs@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Continuum Power Trading Private Limited' org_id=14 suborg_id=64 label='Control Room' phones=[] emails=[] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='DB Power Limited' org_id=16 suborg_id=137 label='Plant Operations Control Room' phones=['91099 50300 91099 50200'] emails=['shiftincharge.raigarh@dbpower.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='DGEN Mega Power Project' org_id=16 suborg_id=138 label='Control Room' phones=['02641 202503', '09099006655'] emails=['dgenoperations@torrentpower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Dadra and Nagar Haveli' org_id=10 suborg_id=None label='Control room' phones=['0260-2406561,562,563', '9081995927'] emails=['sldc.dnh@gmail.com sldc.dnhpdcl@ddd.gov.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Dhariwal Infrastructure Limited' org_id=16 suborg_id=139 label='Control Room' phones=['9561112098 /9307900219'] emails=['dilsce@rpsg.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Dhuvaran' org_id=3 suborg_id=20 label='Control room CCPP-1' phones=['9687673286'] emails=['dtpsecr1ccpp.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Dhuvaran' org_id=3 suborg_id=20 label='Control room CCPP-2' phones=['9687672645'] emails=['Dtpsecr2ccpp.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Dhuvaran' org_id=3 suborg_id=20 label='Control room CCPP-3' phones=['7567877389'] emails=['Dtpsecr3ccpp.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Dongamouha Captive Power Plant (DCPP)' org_id=16 suborg_id=140 label='Control Room' phones=['8085950137'] emails=[] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Electro Solaire Private Limited' org_id=14 suborg_id=66 label='Control Room' phones=[] emails=['control.espl@engie.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='GIPCL 1 & 2' org_id=3 suborg_id=19 label='Control Room' phones=['02652230182, 02652230183 Fax No. 0265-2231822', '9909035317'] emails=['controlroom1@gipcl.com stn1@gipcl.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,Manual review required,"station='Gandhar' label='Control Room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Gandhi Sagar' org_id=3 suborg_id=8 label='Control Room' phones=['07427-239118/237256, 237212, 9425805340'] emails=['acegsps@rediffmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Ghatghar' org_id=3 suborg_id=26 label='Control Room' phones=['02527-235310/311 8411956540 / 8411006637/ 8411956542'] emails=['eeghatghar@gmail.com eeghatghar2@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Green Infra Wind Energy Limited SECI –II & SECI -II' org_id=14 suborg_id=57 label='Control Room' phones=['+91 124 3896711'] emails=['IND.VBROPERATIONS@sembcorp.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Gujarat Industries Power Company Limited' org_id=14 suborg_id=65 label='Control Room' phones=[] emails=['re-onm@gipcl.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Gujarat State Load Despatch Centre' org_id=5 suborg_id=None label='Control Room' phones=['0265 - 2352103, 6531132 Fax 0265 - 2352019, 2356469', '9879200620'] emails=['sldc.getco@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Hasdeo Bango' org_id=3 suborg_id=31 label='Control Room' phones=['7647820424'] emails=[] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='INOX Green Energy Services Limited' org_id=14 suborg_id=58 label='Control Room' phones=['6354226804'] emails=['avc.dayapar@inoxwind.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='India Grid Trust (IndiGrid)' org_id=17 suborg_id=159 label='Central Control Room' phones=['8959590943'] emails=['operations@indigrid.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Indira Sagar' org_id=3 suborg_id=7 label='Control Room' phones=['07323-284542/ 284719, 9425326298', '9893376719'] emails=['nhdc_isp@rediffmail.com nhdc_isp@yahoo.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Jindal Power Limited' org_id=17 suborg_id=180 label='Control Room' phones=['7583804700'] emails=['shiftincharge.jpl@jhabuapower.co.in, shiftincharge.jhabuapower@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Kadana' org_id=3 suborg_id=18 label='Control Room' phones=['02675-237554/ 9925213774/9979889925'] emails=['eeshift.kadana@gebmail.com; khep@gebmail.com; eemmd.kadana@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,Manual review required,"station='Kawas' label='Control Room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Koyna, Pophali' org_id=3 suborg_id=25 label='Control Room' phones=['8408880569 / 02355235005 / 02355235311'] emails=[] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Mahan Energen Limited (Formally Essar Power (MP) Limited' org_id=16 suborg_id=141 label='Switchyard Control Room (SCR)' phones=['8966902950'] emails=['scr.mel@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Mahan Energen Limited (Formally Essar Power (MP) Limited' org_id=16 suborg_id=141 label='Central Control Room (CCR)' phones=['8966902987'] emails=['ccr.mel@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Maharashtra State Load Despatch Centre' org_id=4 suborg_id=None label='SLDC-Control room' phones=['022-27601765/66, 27602936', '9619892010/ 9819892095'] emails=['cesldc@mahasldc.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Maharashtra State Load Despatch Centre' org_id=4 suborg_id=None label='ALDC Control Room' phones=['07104-221242', '8554993367, 8554900000'] emails=['ldambazari@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Maharashtra State Load Despatch Centre' org_id=4 suborg_id=None label='Control Room' phones=['9106575343'] emails=['morjar.powerevacuation@continuumenergy.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Mahindra Renewables Private Limited' org_id=14 suborg_id=59 label='Control Room' phones=['7489311988'] emails=['MRPL-250MWMP@mahindra.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Manikheda' org_id=3 suborg_id=14 label='Control Room' phones=['9425318160'] emails=['semhps@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Mini Hydro' org_id=3 suborg_id=22 label='Control Room' phones=['02624-233510', '9712921574'] emails=['ukaihps.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='NLDC and RLDCs' org_id=1 suborg_id=None label='CONTROL ROOM' phones=['011-26536832,26524522,32026900 FAX 011- 26524525 /26536901'] emails=['posococc@grid-india.in systemoperationd@rediffmail.com nldccr@grid-india.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='NTPC Gadarwara' org_id=12 suborg_id=44 label='Control Room' phones=['9111022802'] emails=['scegadarwara@ntpc.co.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='NTPC Khargone' org_id=12 suborg_id=45 label='Control Room' phones=['07440200041'] emails=['kgnopnccr@ntpc.co.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Omkareshwar' org_id=3 suborg_id=12 label='Control Room' phones=['07280-280393/ 270732', '07280-271730', '7898703187'] emails=['omkareshwar.nhdc@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Ostro Kutch Wind Private Limited' org_id=14 suborg_id=60 label='Control Room' phones=['8849756108'] emails=['GJ_RPC3@renewpower.in OKWPL@renewpower.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Paithan' org_id=3 suborg_id=29 label='Control Room' phones=['02431-224699'] emails=['hydropaithan@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Pench' org_id=3 suborg_id=9 label='Control Room Pench' phones=['9977507928'] emails=['sepench@rediffmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Pench' org_id=3 suborg_id=9 label='Control Room Lakhnadaun S/s' phones=['07690-291321'] emails=[] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Powerica Limited' org_id=14 suborg_id=75 label='Control Room' phones=['IP No.20221503', '6353450165'] emails=['manza.ss@powericaltd.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Qualified Coordinating Agency' org_id=15 suborg_id=None label='· QCA Control Room · Manish Kumar' phones=['7227020882 6358852478'] emails=['headops@manikarananalytics.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Qualified Coordinating Agency' org_id=15 suborg_id=None label='· Khavda Control Room · QCA Control Room · Sulabh Shah' phones=['7041226638 7227020882 8238256100'] emails=['enoc.khavda@adani.com renewableenergy.scheduling@adani.com sulabh.shah@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Qualified Coordinating Agency' org_id=15 suborg_id=None label='· QCA Control Room · Atul Kumar Jadhav' phones=['7227020882 7227073766'] emails=['renewableenergy.scheduling@adani.com atulkumar.jadhav@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
